LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,ACQ_DATE,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT,geometry
63.87651,-144.37828,349.47,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.42,7.7,N,POINT (-144.37828 63.87651)
63.87611,-144.36755,337.88,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,292.37,7.7,N,POINT (-144.36755 63.87611)
63.87968,-144.60263,347.08,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,293.44,4.71,N,POINT (-144.60263 63.87968)
63.87531,-144.48024,331.69,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.09,4.19,N,POINT (-144.48024 63.87531)
63.87297,-144.41588,338.88,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,295.04,6.71,N,POINT (-144.41588 63.87297)
63.87246,-144.40202,346.35,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,295.69,9.92,N,POINT (-144.40202 63.87246)
63.87205,-144.39082,332.93,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,292.97,9.92,N,POINT (-144.39082 63.87205)
63.86866,-144.4328,335.15,0.59,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,295.63,4.68,N,POINT (-144.4328 63.86866)
63.86715,-144.39159,348.55,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.1,7.64,N,POINT (-144.39159 63.86715)
63.86593,-144.49419,330.91,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.39,4.69,N,POINT (-144.49419 63.86593)
63.86354,-144.56631,354.22,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.33,12.39,N,POINT (-144.56631 63.86354)
63.86316,-144.55545,341.48,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.25,6.11,N,POINT (-144.55545 63.86316)
63.86183,-144.51794,342.43,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.86,8.28,N,POINT (-144.51794 63.86183)
63.86142,-144.50627,340.58,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.67,6.97,N,POINT (-144.50627 63.86142)
63.86059,-144.48296,332.22,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.35,5.31,N,POINT (-144.48296 63.86059)
63.85864,-144.56799,335.6,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,288.33,12.39,N,POINT (-144.56799 63.85864)
63.8548,-144.45917,337.11,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.4,6.9,N,POINT (-144.45917 63.8548)
63.85442,-144.44827,343.67,0.59,0.53,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.3,6.9,N,POINT (-144.44827 63.85442)
63.798,-154.66827,367.0,0.6,0.7,2025-06-22,1106,N,VIIRS,h,2.0NRT,283.9,17.6,N,POINT (-154.66827 63.798)
63.79134,-154.6678,367.0,0.6,0.7,2025-06-22,1106,N,VIIRS,h,2.0NRT,286.09,17.6,N,POINT (-154.6678 63.79134)
63.80144,-144.3436,332.89,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.19,3.83,N,POINT (-144.3436 63.80144)
63.79578,-144.32272,332.65,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,293.69,10.09,N,POINT (-144.32272 63.79578)
63.79539,-144.31171,346.93,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.54,10.09,N,POINT (-144.31171 63.79539)
63.79093,-144.3243,342.91,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.31,10.09,N,POINT (-144.3243 63.79093)
63.79052,-144.31288,349.28,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.03,10.09,N,POINT (-144.31288 63.79052)
63.78722,-144.35954,342.38,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,297.64,9.11,N,POINT (-144.35954 63.78722)
63.78687,-144.34911,344.49,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.95,16.72,N,POINT (-144.34911 63.78687)
63.78647,-144.33769,340.99,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,295.03,16.72,N,POINT (-144.33769 63.78647)
63.78606,-144.32588,345.31,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.69,8.03,N,POINT (-144.32588 63.78606)
63.78565,-144.31393,343.33,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.16,8.03,N,POINT (-144.31393 63.78565)
63.78231,-144.35963,350.11,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,296.86,9.11,N,POINT (-144.35963 63.78231)
63.78194,-144.34909,367.0,0.58,0.52,2025-06-22,1106,N,VIIRS,h,2.0NRT,304.4,16.72,N,POINT (-144.34909 63.78194)
63.78158,-144.33838,367.0,0.58,0.52,2025-06-22,1106,N,VIIRS,h,2.0NRT,298.86,16.72,N,POINT (-144.33838 63.78158)
63.78117,-144.32677,330.94,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,289.54,8.03,N,POINT (-144.32677 63.78117)
63.77743,-144.36058,348.37,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,294.48,13.42,N,POINT (-144.36058 63.77743)
63.77705,-144.34955,333.44,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,291.05,23.11,N,POINT (-144.34955 63.77705)
63.77668,-144.33882,355.21,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,301.25,23.11,N,POINT (-144.33882 63.77668)
63.77628,-144.32707,342.17,0.58,0.52,2025-06-22,1106,N,VIIRS,n,2.0NRT,290.64,12.43,N,POINT (-144.32707 63.77628)
63.45285,-141.92096,351.22,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,287.6,8.73,N,POINT (-141.92096 63.45285)
63.45236,-141.91156,357.66,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.13,8.73,N,POINT (-141.91156 63.45236)
63.45189,-141.9026,337.44,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,287.34,5.11,N,POINT (-141.9026 63.45189)
63.45139,-141.89308,337.42,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.89,5.11,N,POINT (-141.89308 63.45139)
63.45091,-141.88396,332.13,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.23,3.47,N,POINT (-141.88396 63.45091)
63.53025,-143.72755,339.19,0.55,0.51,2025-06-22,1108,N,VIIRS,n,2.0NRT,285.88,4.77,N,POINT (-143.72755 63.53025)
63.44891,-141.93306,338.08,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,288.28,14.92,N,POINT (-141.93306 63.44891)
63.44841,-141.92336,348.18,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,291.99,8.73,N,POINT (-141.92336 63.44841)
63.44246,-141.8967,331.4,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,292.37,3.18,N,POINT (-141.8967 63.44246)
63.45292,-141.85376,337.84,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,290.06,3.82,N,POINT (-141.85376 63.45292)
63.45204,-141.9198,356.87,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.36,8.86,N,POINT (-141.9198 63.45204)
63.45152,-141.91045,354.37,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.73,10.06,N,POINT (-141.91045 63.45152)
63.45102,-141.90137,341.88,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,288.62,10.06,N,POINT (-141.90137 63.45102)
63.45049,-141.89177,340.21,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,290.74,4.6,N,POINT (-141.89177 63.45049)
63.44814,-141.93184,338.49,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.27,6.39,N,POINT (-141.93184 63.44814)
63.44762,-141.92223,332.79,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,292.05,6.39,N,POINT (-141.92223 63.44762)
63.53102,-143.72485,343.62,0.55,0.51,2025-06-22,1108,N,VIIRS,n,2.0NRT,286.62,3.28,N,POINT (-143.72485 63.53102)
63.44158,-141.89561,332.09,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,291.02,4.53,N,POINT (-141.89561 63.44158)
63.7809,-144.36513,346.16,0.58,0.52,2025-06-22,1108,N,VIIRS,n,2.0NRT,296.12,9.48,N,POINT (-144.36513 63.7809)
63.78048,-144.35411,367.0,0.58,0.52,2025-06-22,1108,N,VIIRS,h,2.0NRT,304.26,22.04,N,POINT (-144.35411 63.78048)
63.78009,-144.34373,367.0,0.58,0.52,2025-06-22,1108,N,VIIRS,h,2.0NRT,299.32,22.04,N,POINT (-144.34373 63.78009)
63.77967,-144.33267,353.67,0.58,0.52,2025-06-22,1108,N,VIIRS,n,2.0NRT,302.85,17.45,N,POINT (-144.33267 63.77967)
63.77519,-144.34442,332.49,0.58,0.52,2025-06-22,1108,N,VIIRS,n,2.0NRT,288.39,22.04,N,POINT (-144.34442 63.77519)
63.77477,-144.33295,353.31,0.58,0.52,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.57,17.45,N,POINT (-144.33295 63.77477)
63.71778,-154.58963,339.6,0.59,0.7,2025-06-22,1108,N,VIIRS,n,2.0NRT,281.59,5.99,N,POINT (-154.58963 63.71778)
63.70394,-154.60437,332.34,0.6,0.7,2025-06-22,1108,N,VIIRS,n,2.0NRT,280.46,5.64,N,POINT (-154.60437 63.70394)
63.45393,-141.85487,342.18,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,290.51,5.15,N,POINT (-141.85487 63.45393)
63.45343,-141.84546,335.79,0.49,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.06,3.04,N,POINT (-141.84546 63.45343)
63.08242,-141.04027,349.17,0.45,0.47,2025-06-22,1108,N,VIIRS,n,2.0NRT,285.17,7.35,N,POINT (-141.04027 63.08242)
63.23677,-143.10852,346.92,0.53,0.5,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.21,23.76,N,POINT (-143.10852 63.23677)
63.24145,-143.10785,352.74,0.53,0.5,2025-06-22,1108,N,VIIRS,n,2.0NRT,300.35,23.76,N,POINT (-143.10785 63.24145)
63.24187,-143.11688,334.11,0.53,0.5,2025-06-22,1108,N,VIIRS,n,2.0NRT,288.38,4.04,N,POINT (-143.11688 63.24187)
63.25649,-143.12709,340.76,0.53,0.5,2025-06-22,1108,N,VIIRS,n,2.0NRT,292.74,6.46,N,POINT (-143.12709 63.25649)
63.40585,-141.8261,333.97,0.48,0.48,2025-06-22,1108,N,VIIRS,n,2.0NRT,289.04,3.7,N,POINT (-141.8261 63.40585)
63.08294,-141.036,335.95,0.45,0.47,2025-06-22,1108,N,VIIRS,n,2.0NRT,283.28,4.45,N,POINT (-141.036 63.08294)
62.76564,-145.08313,340.87,0.6,0.53,2025-06-22,1108,N,VIIRS,n,2.0NRT,279.8,7.97,N,POINT (-145.08313 62.76564)
61.87025,-147.08875,331.54,0.34,0.56,2025-06-22,1108,N,VIIRS,n,2.0NRT,282.86,2.69,N,POINT (-147.08875 61.87025)
19.41031,-155.26993,355.04,0.4,0.6,2025-06-22,1119,N,VIIRS,n,2.0NRT,310.96,5.97,N,POINT (-155.26993 19.41031)
19.40665,-155.28978,353.15,0.4,0.6,2025-06-22,1119,N,VIIRS,n,2.0NRT,309.63,6.23,N,POINT (-155.28978 19.40665)
19.40628,-155.28613,367.0,0.4,0.6,2025-06-22,1119,N,VIIRS,h,2.0NRT,316.79,10.46,N,POINT (-155.28613 19.40628)
19.40589,-155.2823,367.0,0.4,0.6,2025-06-22,1119,N,VIIRS,h,2.0NRT,321.07,10.46,N,POINT (-155.2823 19.40589)
19.4055,-155.27843,353.47,0.4,0.6,2025-06-22,1119,N,VIIRS,n,2.0NRT,311.42,6.38,N,POINT (-155.27843 19.4055)
19.40105,-155.29044,334.18,0.4,0.6,2025-06-22,1119,N,VIIRS,n,2.0NRT,294.25,6.23,N,POINT (-155.29044 19.40105)
19.41185,-155.28519,348.25,0.4,0.6,2025-06-22,1119,N,VIIRS,n,2.0NRT,311.22,11.69,N,POINT (-155.28519 19.41185)
19.41147,-155.28149,367.0,0.4,0.6,2025-06-22,1119,N,VIIRS,h,2.0NRT,320.4,11.69,N,POINT (-155.28149 19.41147)
19.4107,-155.27383,367.0,0.4,0.6,2025-06-22,1119,N,VIIRS,h,2.0NRT,318.87,10.37,N,POINT (-155.27383 19.4107)
19.41109,-155.27771,367.0,0.4,0.6,2025-06-22,1119,N,VIIRS,h,2.0NRT,320.9,10.37,N,POINT (-155.27771 19.41109)
65.58209,-144.21875,337.07,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,287.17,3.67,D,POINT (-144.21875 65.58209)
65.58655,-144.20227,330.52,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,284.85,44.31,D,POINT (-144.20227 65.58655)
65.58836,-144.21082,346.48,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,301.79,44.31,D,POINT (-144.21082 65.58836)
65.59019,-144.21936,342.94,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,287.6,8.38,D,POINT (-144.21936 65.59019)
65.59151,-144.20689,337.3,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,307.79,44.31,D,POINT (-144.20689 65.59151)
65.59515,-144.22394,349.18,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,287.69,8.38,D,POINT (-144.22394 65.59515)
65.59828,-144.21999,333.25,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,285.7,6.14,D,POINT (-144.21999 65.59828)
67.48739,-150.97092,344.05,0.39,0.36,2025-06-22,1246,N,VIIRS,n,2.0NRT,283.51,4.44,D,POINT (-150.97092 67.48739)
65.58523,-144.2148,337.75,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,286.77,3.67,D,POINT (-144.2148 65.58523)
65.58386,-144.22708,331.32,0.43,0.38,2025-06-22,1246,N,VIIRS,n,2.0NRT,287.18,10.2,D,POINT (-144.22708 65.58386)
65.12933,-148.12061,330.31,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,290.12,6.27,D,POINT (-148.12061 65.12933)
65.14165,-148.12683,332.19,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,289.5,8.17,D,POINT (-148.12683 65.14165)
63.60195,-155.20323,341.91,0.4,0.37,2025-06-22,1249,N,VIIRS,n,2.0NRT,281.31,5.18,D,POINT (-155.20323 63.60195)
63.70549,-154.59492,348.47,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,282.81,7.23,D,POINT (-154.59492 63.70549)
63.71193,-154.59004,345.23,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,282.56,6.0,D,POINT (-154.59004 63.71193)
63.71515,-154.58763,345.59,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,285.27,6.0,D,POINT (-154.58763 63.71515)
63.79646,-154.65578,352.99,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,279.14,16.9,D,POINT (-154.65578 63.79646)
63.79753,-154.65697,346.4,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,275.84,8.7,D,POINT (-154.65697 63.79753)
63.40672,-141.43724,335.16,0.55,0.43,2025-06-22,1249,N,VIIRS,n,2.0NRT,284.5,7.88,D,POINT (-141.43724 63.40672)
63.85452,-144.45511,340.37,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,285.17,11.57,D,POINT (-144.45511 63.85452)
63.86292,-144.51077,344.67,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,287.07,12.23,D,POINT (-144.51077 63.86292)
63.87863,-144.59915,340.66,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,287.18,10.72,D,POINT (-144.59915 63.87863)
63.86273,-144.56479,349.29,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,287.39,8.3,D,POINT (-144.56479 63.86273)
63.86071,-144.55579,342.75,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,287.93,6.91,D,POINT (-144.55579 63.86071)
63.7795,-144.36064,355.98,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,284.27,18.51,D,POINT (-144.36064 63.7795)
64.2611,-147.93204,336.44,0.4,0.37,2025-06-22,1249,N,VIIRS,n,2.0NRT,277.01,4.63,D,POINT (-147.93204 64.2611)
65.5867,-156.81564,336.92,0.43,0.38,2025-06-22,1249,N,VIIRS,n,2.0NRT,289.1,4.87,D,POINT (-156.81564 65.5867)
65.58331,-156.81828,331.46,0.43,0.38,2025-06-22,1249,N,VIIRS,n,2.0NRT,286.0,4.87,D,POINT (-156.81828 65.58331)
65.56884,-156.75865,340.59,0.43,0.38,2025-06-22,1249,N,VIIRS,n,2.0NRT,285.65,6.53,D,POINT (-156.75865 65.56884)
64.17478,-147.79713,331.94,0.41,0.37,2025-06-22,1249,N,VIIRS,n,2.0NRT,277.91,4.31,D,POINT (-147.79713 64.17478)
63.9104,-144.59482,343.66,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,292.6,9.9,D,POINT (-144.59482 63.9104)
63.91226,-144.60315,342.88,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,291.43,9.9,D,POINT (-144.60315 63.91226)
63.89963,-144.50975,351.09,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,294.61,77.59,D,POINT (-144.50975 63.89963)
64.75847,-148.74669,330.83,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,277.64,3.2,D,POINT (-148.74669 64.75847)
63.91142,-144.59805,354.45,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,295.05,16.95,D,POINT (-144.59805 63.91142)
63.90188,-144.50137,356.12,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,297.67,90.48,D,POINT (-144.50137 63.90188)
63.88042,-144.38852,356.57,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,302.72,35.7,D,POINT (-144.38852 63.88042)
63.9015,-144.48151,353.26,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,297.63,20.8,D,POINT (-144.48151 63.9015)
63.9052,-144.49782,353.45,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,297.36,16.31,D,POINT (-144.49782 63.9052)
63.87635,-144.37071,367.0,0.46,0.39,2025-06-22,1249,N,VIIRS,h,2.0NRT,301.69,19.44,D,POINT (-144.37071 63.87635)
63.88179,-144.3764,356.69,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,307.86,19.44,D,POINT (-144.3764 63.88179)
64.34528,-146.52081,340.01,0.42,0.38,2025-06-22,1249,N,VIIRS,n,2.0NRT,290.22,6.52,D,POINT (-146.52081 64.34528)
63.88509,-144.37279,354.97,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,305.94,12.57,D,POINT (-144.37279 63.88509)
63.8863,-144.35997,353.45,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,301.51,12.57,D,POINT (-144.35997 63.8863)
63.88839,-144.36916,342.36,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,294.36,12.57,D,POINT (-144.36916 63.88839)
63.89034,-144.3777,349.19,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,296.17,27.87,D,POINT (-144.3777 63.89034)
63.45047,-141.92702,339.71,0.53,0.42,2025-06-22,1249,N,VIIRS,n,2.0NRT,288.06,15.74,D,POINT (-141.92702 63.45047)
63.45144,-141.91299,350.91,0.53,0.42,2025-06-22,1249,N,VIIRS,n,2.0NRT,288.23,9.08,D,POINT (-141.91299 63.45144)
63.39854,-141.45357,337.3,0.55,0.43,2025-06-22,1249,N,VIIRS,n,2.0NRT,282.56,8.9,D,POINT (-141.45357 63.39854)
63.90901,-144.60687,367.0,0.46,0.39,2025-06-22,1249,N,VIIRS,h,2.0NRT,301.79,9.9,D,POINT (-144.60687 63.90901)
64.73785,-148.6947,339.21,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,288.27,4.89,D,POINT (-148.6947 64.73785)
64.73641,-148.68687,335.46,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,287.94,3.67,D,POINT (-148.68687 64.73641)
63.90766,-144.61923,339.14,0.46,0.39,2025-06-22,1249,N,VIIRS,n,2.0NRT,289.35,9.22,D,POINT (-144.61923 63.90766)
64.73157,-148.70081,340.76,0.39,0.36,2025-06-22,1249,N,VIIRS,n,2.0NRT,282.98,5.27,D,POINT (-148.70081 64.73157)
66.94,-159.56175,339.59,0.39,0.44,2025-06-22,1427,N,VIIRS,n,2.0NRT,282.54,5.05,D,POINT (-159.56175 66.94)
41.5667,-84.04493,332.53,0.48,0.64,2025-06-22,1732,N,VIIRS,n,2.0NRT,300.53,2.73,D,POINT (-84.04493 41.5667)
40.39775,-79.85527,333.85,0.32,0.55,2025-06-22,1732,N,VIIRS,n,2.0NRT,302.47,3.53,D,POINT (-79.85527 40.39775)
40.39283,-79.85345,342.35,0.32,0.55,2025-06-22,1732,N,VIIRS,n,2.0NRT,302.58,3.53,D,POINT (-79.85345 40.39283)
35.9068,-82.14258,330.94,0.55,0.68,2025-06-22,1732,N,VIIRS,n,2.0NRT,292.54,4.83,D,POINT (-82.14258 35.9068)
36.54836,-79.374,333.3,0.38,0.59,2025-06-22,1732,N,VIIRS,n,2.0NRT,306.73,4.28,D,POINT (-79.374 36.54836)
36.42617,-78.27456,338.4,0.34,0.56,2025-06-22,1732,N,VIIRS,n,2.0NRT,297.35,4.14,D,POINT (-78.27456 36.42617)
40.31388,-80.60669,331.64,0.35,0.57,2025-06-22,1732,N,VIIRS,n,2.0NRT,301.2,3.29,D,POINT (-80.60669 40.31388)
41.45406,-81.67557,345.8,0.37,0.58,2025-06-22,1732,N,VIIRS,n,2.0NRT,301.58,5.41,D,POINT (-81.67557 41.45406)
43.22649,-85.99753,357.68,0.52,0.67,2025-06-22,1734,N,VIIRS,l,2.0NRT,299.83,26.97,D,POINT (-85.99753 43.22649)
43.23418,-85.99473,356.98,0.52,0.67,2025-06-22,1734,N,VIIRS,l,2.0NRT,299.29,25.09,D,POINT (-85.99473 43.23418)
43.22458,-86.00368,357.6,0.52,0.67,2025-06-22,1734,N,VIIRS,l,2.0NRT,299.53,26.97,D,POINT (-86.00368 43.22458)
43.23227,-86.00088,355.57,0.52,0.67,2025-06-22,1734,N,VIIRS,l,2.0NRT,300.3,26.97,D,POINT (-86.00088 43.23227)
43.22073,-85.99413,336.84,0.52,0.67,2025-06-22,1734,N,VIIRS,n,2.0NRT,299.2,3.42,D,POINT (-85.99413 43.22073)
43.22841,-85.99137,356.23,0.52,0.67,2025-06-22,1734,N,VIIRS,n,2.0NRT,299.89,25.09,D,POINT (-85.99137 43.22841)
69.47504,-155.22668,333.05,0.57,0.69,2025-06-22,1745,N,VIIRS,n,2.0NRT,273.79,7.64,D,POINT (-155.22668 69.47504)
26.20098,-81.1237,336.94,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,291.42,20.43,D,POINT (-81.1237 26.20098)
26.20153,-81.11746,349.86,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,291.53,28.38,D,POINT (-81.11746 26.20153)
26.20088,-81.12123,354.39,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,292.51,21.2,D,POINT (-81.12123 26.20088)
26.20147,-81.11502,337.7,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,290.27,21.2,D,POINT (-81.11502 26.20147)
26.19591,-81.12069,345.14,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,291.36,21.2,D,POINT (-81.12069 26.19591)
26.1965,-81.11446,344.23,0.61,0.53,2025-06-22,1908,N,VIIRS,n,2.0NRT,288.99,21.2,D,POINT (-81.11446 26.1965)
29.89559,-97.42242,349.01,0.43,0.46,2025-06-22,1910,N,VIIRS,n,2.0NRT,300.36,5.78,D,POINT (-97.42242 29.89559)
30.1023,-83.35011,343.85,0.5,0.49,2025-06-22,1910,N,VIIRS,n,2.0NRT,298.14,6.44,D,POINT (-83.35011 30.1023)
28.05678,-97.43832,340.8,0.46,0.47,2025-06-22,1910,N,VIIRS,n,2.0NRT,299.65,3.82,D,POINT (-97.43832 28.05678)
30.00103,-90.39995,339.54,0.39,0.36,2025-06-22,1910,N,VIIRS,n,2.0NRT,304.51,6.9,D,POINT (-90.39995 30.00103)
28.78153,-97.72443,341.02,0.47,0.47,2025-06-22,1910,N,VIIRS,n,2.0NRT,299.48,8.22,D,POINT (-97.72443 28.78153)
30.81782,-87.17809,336.78,0.48,0.4,2025-06-22,1910,N,VIIRS,n,2.0NRT,304.3,5.56,D,POINT (-87.17809 30.81782)
30.8215,-87.1787,339.31,0.48,0.4,2025-06-22,1910,N,VIIRS,n,2.0NRT,302.35,3.93,D,POINT (-87.1787 30.8215)
30.3283,-91.27986,331.96,0.38,0.36,2025-06-22,1910,N,VIIRS,n,2.0NRT,306.4,3.56,D,POINT (-91.27986 30.3283)
30.93991,-88.01495,339.6,0.44,0.39,2025-06-22,1910,N,VIIRS,n,2.0NRT,304.4,4.45,D,POINT (-88.01495 30.93991)
30.94405,-88.0109,330.14,0.44,0.39,2025-06-22,1910,N,VIIRS,l,2.0NRT,302.93,6.73,D,POINT (-88.0109 30.94405)
30.14845,-93.33572,331.55,0.42,0.37,2025-06-22,1910,N,VIIRS,l,2.0NRT,305.05,4.04,D,POINT (-93.33572 30.14845)
30.72644,-89.85278,330.44,0.39,0.36,2025-06-22,1910,N,VIIRS,l,2.0NRT,301.56,3.43,D,POINT (-89.85278 30.72644)
30.77841,-89.85812,331.25,0.39,0.36,2025-06-22,1910,N,VIIRS,l,2.0NRT,305.9,3.05,D,POINT (-89.85812 30.77841)
31.54884,-84.10679,334.99,0.47,0.47,2025-06-22,1910,N,VIIRS,l,2.0NRT,309.78,7.43,D,POINT (-84.10679 31.54884)
31.14771,-87.98543,331.73,0.45,0.39,2025-06-22,1910,N,VIIRS,l,2.0NRT,303.88,3.63,D,POINT (-87.98543 31.14771)
31.15127,-87.98605,344.83,0.45,0.39,2025-06-22,1910,N,VIIRS,n,2.0NRT,304.58,10.36,D,POINT (-87.98605 31.15127)
29.57518,-98.03217,342.69,0.47,0.48,2025-06-22,1910,N,VIIRS,n,2.0NRT,301.18,7.23,D,POINT (-98.03217 29.57518)
31.27559,-91.12765,330.86,0.38,0.36,2025-06-22,1910,N,VIIRS,n,2.0NRT,296.46,1.68,D,POINT (-91.12765 31.27559)
31.35351,-94.66083,331.3,0.45,0.39,2025-06-22,1910,N,VIIRS,n,2.0NRT,293.65,5.36,D,POINT (-94.66083 31.35351)
32.4487,-88.5588,339.03,0.44,0.38,2025-06-22,1910,N,VIIRS,n,2.0NRT,299.93,5.71,D,POINT (-88.5588 32.4487)
32.44747,-88.56813,353.97,0.44,0.38,2025-06-22,1910,N,VIIRS,n,2.0NRT,298.38,6.94,D,POINT (-88.56813 32.44747)
